,rating,time,content,label
0,평점4,21.03.12.,"요즘 다이어트를해서그런지 얼굴 탄력이떨어지고
건조한거같아서 주문해봤어요
세럼은 촉촉하게 펴발리는데 흡수되면
보들보들해지구요 슬리핑마스크는 젤크림같아요
반나절정도 가는 촉촉함이에요~

..
^^",1
1,평점5,21.01.10.,"피부 컨디션이 안좋아졌다고 느끼면 찾게되는 제품입니다! 처음에는 추천받아서 사용해봤는데 한통 비우고 나니까 확실히 효과가 있더라구요❤ 그 이후로 제 인생템으로 자리잡았어요👍

그리고 이번에 같은 라인의 슬리핑마스크를 세트로 주셔서 더더욱 고민없이 바로 질렀어요!
아직 사용전이지만, 마몽드니까 말모말모~ 무조건 좋을거라는 생각이 드네요😄",1
2,평점5,21.03.15.,"일단 샘플양에 감동입니다ㅎㅎ
아직 사용한지 며칠 되지않아서
트러블케어 효과는 크게 없어요
이건 두고보고 한 달 후기로 돌아올게여
요새 건조함은 끝판왕이고.... 요철은 기본....야금야금 생기는 작은 트러블들에 스트레스 받아서 구매해봤어요ㅎㅎ
효과만 있으면
가격, 구성 뭐하나 빠지는게 없으니..
이 가격이면
가성비 갑이라 생각합니다
펌핑 두번이면 듬뿍 바를 수 있어요
적은 양에도 촉촉~~",1
3,평점5,21.04.20.,재구매템이에요. 지난번 마몽드 세일때 주문하고 이번에 또 주문했어요. 매끈보들 레드 세럼인데 진짜 말 그대로 매끈해지고 보들보들해요. 미끌거리지도 않고 흡수력도 정말 좋습니다. 배송도 정말 빠르고 다음번에 또 주문할게요!,1
4,평점5,21.01.11.,"기분이 너무 좋네요. 우선 믿고쓰는 레드세럼 너무 좋아하는데(꾸준히 쓰면 결이 달라져서) 매번 세일 놓쳐서 못사다가 이번에 샀어요. 포장 너무 꼼꼼하고 구성 짱이네요.
구성알차서 결제내역 다시 확인할 정도;
품절아니라면 재구매의사 100입니다👍🏻
새로 써보는 슬리핑팩도 기대되네요.",1
5,평점5,21.05.01.,"몇병째 사용중이에요
타사 분홍색 아이와 번갈아 사용하는데
가격과 이벤트 때문에 레드세럼을 놓을 수가 없네요
풍성한 구성에 버릴게 하나도 없으니 대만족이에요
평소 무겁게 발리는게 싫어서 세럼을 선택했는데
빨리 스며들고
여름에도 가볍게 쓸 수 있고 다른거 추가로 바르지 않아도 충분하네요",1
6,평점4,21.04.20.,"유튜브에서 서용 후기로 피부결 개선이 잘 된다고 해서 궁금했었는데, 첨부된 사진 맨 오른쪽에 있는 미니 샘플(본 제품 구성에 들어가있는건 아니고 따로 받아서 써봤어요!)을 바르는 동안 피부결이랑 톤이 진짜 많이 개선됐었어요! 남들이 보고 피부가 하얗다고 할 정도였으니까요ㅎㅎ 저는 평소에 좋다고 하는 화장품을 써도 효과가 극명하게 나타나는 편은 아니어서 이렇게 효과를 본 제품은 처음이라 이렇게 프로모션? 할 때 얼른 샀습니다 !! 다른 제품도 많이 보내주시고 뭣보다 그립톡 너무 귀여워요 ㅜㅜ♡",1
7,평점5,21.01.09.,와 저는 그냥 화장품 두개만 시켜서 왜 큰박스에 왔나했는데 열어보니 왠걸... 저는 선물 받는 기분이였습니다. 받고 너무 기분이 좋더라구요^^ 그냥 네이버하다가 이번에 떨어지고 할인도 하니까 주문한건데 사은품으로 주신게 다 너무 마음에들어요. 특히 달력이 온거 너무 마음에.들었습니다. 새해 선물 받은 기분이네요 감사합니다🤗,1
8,평점5,21.04.24.,이번에 재구매했습니다 주름 탄력에 고민돼서 첫 구매 후 발림성이 좋고 촉촉하게 스며들고 아침 화장할 때도 밀리지 않아 좋았습니다 거의 다 써 가길래 연달아 쓰려고 재구매했어요 저번이랑은 패키지가 다르지만 사은품도 컸고 좋았어요 저는 화장품 아모레퍼시픽 계열로 사용중인데 이번에 종이 박스 포장이 바뀌었는데 너무 좋았어요 예전에 종이테이프를 사용했던 걸로 기억하는데 이제는 종이 테이프도 사용하지 않고 더 환경을 생각하는 거 같아서 기분이 좋았습니다 감사합니다,1
9,평점5,21.03.12.,마몽드는 많이 써본 브랜드는 아닌데 결케어에 좋다는 얘기를 듣고 검색하다가 슬리핑팩도 주시길래 주문했습니다 ㅎ 세럼은 스무스하게 발리는데 흡수되면 슥슥? 보드라운 느낌으로 마무리 된달까?... 개인적으로는 세럼보다 슬리핑팩제형이 더 맘에 드네요 젤타입이라 지복합인 저한테 잘맞는 제형이네요 아침에 일어나니 촉촉함이 남아있고 안색굿!,1
