,rating,time,content,label
0,평점5,21.05.05.,"더워지니까 얼굴에 자꾸 열이 올라서 친구가 닦토 하면 얼굴 온도가 좀 내려가니까 그렇게 하고 화장해보라고 추천해줘서 사봤어요.
결론은 완전 강추... 오늘 화장 하기 전에 화장솜을 대나무토너로 적신 다음에 피부 살살 쓸어주니까 시원.... “킵 쿨”이라는 이름 너무 잘 어울리고요.. 대나무수 포함되어 있어서 그런지 그냥 날라가는 토너 아니고 촉촉하게 착 붙어있네요. 화장도 완전 잘 먹어요.
외출 끝나고 왔는데 오늘 해가 강해서 그런지 또 얼굴 벌개져있어서 세수하고 이번에는 닦토 안하고 화장솜 적셔서 코랑 미간이랑 광대 쪽에 얹어놨더니 개시원.. 매일 마스크팩 하기 부담스러웠는데 이거 얹어놔야겠어여 사은품으로 온 마스크팩은 다음에 써봐야징
피부 진짜 민감한 편인데 약산성토너라 그런지 안 뒤집어지네요 완전 다행쓰!!
평도 많고 다 좋아서 믿고 성공했습니다! 퍽퍽써도 될 듯 해요!
아 그리고 향도 막 찐한 스킨향 이런거 전혀 아니고 거의 무향에 가까워서() 안 좋은 첨가물 없고 진짜 순하게 쓸 수 있는 느낌입니다! 대나무수 85퍼 함유라서 자극적인게 1도 없는 느낌.
암튼 퍽퍽 쓰고 재구매 할 예정! 간만에 순하고",1
1,평점5,21.05.05.,봄의 강렬한 햇살과 건조함은 피부과를 다녀도 이길 방법이 없어요~ 뭘 발라도 보습감은 부족하게 느껴지고 아프고 열감까지 있어서 1일2팩하고 미스트 수시로 뿌려주고 있는데도 힘들었는데 대나무수 85%의 킵쿨이라는 표현에 혹!해서 사봤어요. 정제수보다는 편백수나 꽃잎수 함유 토너 즐겨 사용하기는 하는데 대나무수는 처음 봐서 신기하기도 했는데 진짜 쿨링감 좋네요! 약산성에 저자극 테스트도 완료했다고 해서 닦토로도 잘 쓰고 있지만 뺨과 턱에 열감 올라올 때 솜에 잔뜩 적셔서 토너마스크팩하기에도 너무 좋은 것 같아요! 15분정도 얼굴에 얹어두었다가 가볍게 닦아내고 스킨케어하면 앰플이나 크림도 잘 흡수되고 파데도 쫀쫀하게 착붙되는 느낌이 더 들어요~ 양도 푸져서 일부는 덜어서 샤워 후에 미스트처럼 뿌려서도 쓰는데 힐링감 최고에요~^^,1
2,평점5,21.05.11.,"첨 받았을 때 친환경적 포장이 너무 맘에 들었어요.
토너가 세수하고 바로 바르는거고 트러블이 심해서 아무거나 못쓰는데 토너만 바르고 한시간이 지났는데 촉촉하고 트러블 전혀 없어 대만족입니다 !!! 왠만하면 귀찮아서 이런거 안쓰는데 정말 순~~~한 느낌이어서 강추강추 ㅋㅋ 게다가 촉촉하고 쫙 스며들어서 아침에 바쁠 때 후다닥 화장하기 좋을거 같아요^^ 가격도 착하고 용량도 짐승용량이어서 더더더 좋습니다~~ 아무거나 못바르는 저같은 피부한테 최고인거 같고 지성인 분들도 너무 좋을 거 같아요. 동생이 토너만 써도 약간 뜨는느낌에 지성이라 토너를 못쓰거든요.. 근데 이건 기름이랑 만날 틈도 없이 쫙 스며들어서 아주 좋으네요 담에 또 구매할께요 샘플주신거 써보고 다른것도 구매할꺼에요 많이 파셔여~~",1
3,평점5,21.04.30.,"닥토시작한 이후로 토너제품 소비가 늘었는데 지난번에 한번 실패해서 이번 주문은 성분표 꼼꼼히 읽어보고 샀어요!
피부 ph농도를 맞춰주는게 관건이더라구요. 한때 산성 검사지까지 사다 화장품 살때마다 해보고 그랬을만큼 관심 많았던 제가 킵 쿨수 대나무 토너를 구매한 이유는 전성분 표를 봤을때 알수없는 이름의 무언가가 들어가있지않았고 피뷰의 산성도와 유사한 ph5.5의 약산성 토너였기때문이에요. 직접 사용해보니 대나무 수가 85%나 함유되어있어서 그런지 토너만 몇번 덧발랐는데 에센스 바른거처럼 촉촉해지고 피부가 수분을 가득 머금어서 그런지 탄력도 조금 느껴졌어요?!
닥토 1번하고 얇게 2번 덧바르고 톡톡톡 흡수시켜보세요! 그럼 제가 말한 느낌을 느끼실수 있을거에요! ! 유통기한이 2024년까지 토너로도 쓰고 팩으로도 쓰다보면 올해안에 다 써버릴거같아요 ㅎㅎ",1
4,평점5,21.05.05.,"봄ㆍ가을 환절기때 더욱더 민감해지는 얼굴 때문에... 자극적이지 않으면서도 순하고.... 보습이 잘되는 스킨을 찾던중 대나무 토너를 발견~~
대나무 토너라해서 뭔가 좀 특별한 느낌이들어....
성분까지 꼼꼼하게 확인후... 구매해보았는데~~
띠용~~~ 배송까지 맘에 쏙 드네요~~
안전 배송을위해 종이 포장까지~~~~고급지게 왔어요
~^^
우선 박스를열어 토너를 꺼내봤는데...
용기도 투명~스킨도 투명~~
뭔가 맑고 깨끗하고 순한~~~느낌이드는 스킨 같았어요^^
세안후 바로 화장솜에 적셔 얼굴을 잘닦아주었는데..
너무 개운한게 최고였습니다~
기존 스킨들은 닦아준후 얼굴 당김이 광장히 심했었는데... 요 대나무 스킨은 얼굴을 닦고 난 후에도 당김없이 요^^
봐요~
특히나 ph약산성 토너라 제 민감한 피부에 자극없이
스며들면서 ~
기존에 스킨들처럼 정제수가 주원료가아닌~
대나무수 함유량이 85 %나되는 진짜 진정한 대나무 스킨이에요~~
순하고 자극없는 민감성 피부를 가진분들께 추천드려요~~~
저는 세안후 화장솜으로 한번 닦아주고~
또한번 닦아주면 로션을 바르지 않아도 될만큼
있답니다~",1
5,평점5,20.05.06.,"요즘 건조하고 민감해진 피부가 고민이었는데

킵쿨 수드 대나무 토너를 사용해보니 피부가 촉촉해지고

붉어진 피부를 잘 진정시켜줘서 정말 마음에 들었어요!

청정 대나무수를 85%나 함유한 대나무 토너로

전성분 EWG 그린 등급으로 성분이 순해서

민감한 피부인 분들도 안심하고 사용이 가능해요.

또 약산성 토너라 피부 밸런스를 해치지 않아서 .

물에 가까운 토너로 끈적임이나 미끈거림이 없고

가벼우면서 산뜻하고 촉촉해서 좋았어요!

토너를 화장솜에 적셔서 가볍게 닦아내면서 피부결을 정돈하고

수분이 부족하거나 진정이 필요한 부분에는 토너팩을 해봤어요.

토너는 약간의 쿨링감이 있어서 피부의 열을 낮춰주고

민감해진 피부를 빠르게 진정시켜주며 붉은기도 완화해줬어요.

건조함이 가득하던 피부를 촉촉하게 채워줘서

수분이 차오르는 느낌이라 좋았어요.

민감하고 건조해진 피부가 고민이신 분들께

보습과 진정에 도움을 주는 킵쿨 수드 대나무 토너 추천드려요!",1
6,평점5,21.05.02.,"토너 써보고 좋다고 느낀게 처음인 제품!!!

평소 속건조가 심한데 겉은 지성이였어요
예민해서 세안도 천연비누 사용하고,기초화장품도 최대한 순한 제품 사용하는데
자극은 커녕 피부 진정에, 쿨링효과로 빨개진 피부까지 즉각 잠재워주네요!!?
요거 완전 물건이네요>.<
향은 무향에 가깝구요
대나무수가 수분 많은건 이미 알고있던터라
스킨팩 한번 해야지했는데
닦토해도 이미 수분을 확 채워주네요!
스킨팩으로 사용하면 효과가 어마어마할듯ㅎㅎ
용량도 대용량에, ^^

아 ,그리고 토너가 왈칵 나오는게 아니고 ㅎㅎ
기존에 쓰던토너는 화장솜에 살짝만 기울여도 확 쏟아져나와서 불편했거든요ㅠ

%입니다
후기보고 재구매율 높은이유.. 써보고 체감했네요
홍보많이할테니 오래오래 팔아주세요!!!^^",1
7,평점5,21.05.06.,"진짜 가성비 갑인 토너에요!
속건조가 너무 심하고 민감피부여서 토너사려고 알아볼때 엄청 검색했어요.
친구가 대나무토너가 건성피부에 좋다고해서 알아보다가 양도 많고 가격도 좋아서 바로 구매했어요.
친환경패키지로 배송오는것부터 마음에 들고 대나무수가 85퍼센트나 함유되어있어서 너무 촉촉하고 좋아요.
토너를 쓸때마다 촉촉함이 잠시뿐이었는데 피부도 건강해지는듯하고 속건조를 확실히 잡아주네요.
약산성토너라서 민감성피부임에도 화장솜에 적신 뒤 바르니 자극이 전혀 없네요.
아낌없이 바르고 피부 진정시킬때는 오랜시간 화장솜에 토너적셔서 올려두니 15분도 안되어 붉은기가 줄어드네요!
정말 건조피부로 항상 토너를 써도 별효과가 없었는데 대나무토너 극찬하고싶습니다!
다 쓰면 무조건 재구매예정입니다!ㅎㅎ",1
8,평점5,21.05.02.,"믿쓰템으로 워낙 입소문난 토너라서 찾아보니
약산성, 무자극, EWG그린등급까지
뭐하나 빠지는 게 없는 정말 괜찮은 토너라
바로 고민않고 구매했네요^^
워낙에 건성인데다 마스크때문에 더 민감해진
피부를 진정시키고 싶어서 쓰고 있는데
제가 원하는 릴렉싱케어에 속까지 촉촉하게
가득 채워주기까지하는 토너라서
정말 잘 쓰고 있어서 리뷰 남겨요ㅎㅎ
깨끗하고 맑은 이미지에 용기 자체도
투명해서 쓰기에도 편리하고 워터리한 타입이라
아무리 만지고 두드려도 끈적거리거나
미끄러운 거 전혀 없고 시원한 청량감도
느낄 수 있어서 요즘 더 잘 쓰고 있어요
닦토로 쓰기에도 정말 좋고
2중으로 덧발라주기에도 좋아서 정말 활용도
만점인 킵쿨 수드 대나무토너라 꼭 추천드려요!!",1
9,평점5,21.05.03.,"코로나 때문에 마스크 착용이 필수가 되어버린 요즘! 턱 주변에 뾰루지 같이 올라오고, 또 한달에 한번 대자연이 올 때쯤 또 얼굴 이곳저곳에서 뾰루지가 올라오고, 이마 윗부분 등 신경 쓰이는 곳이 많은데요~ 후기가 너무 좋고 대용량임에도 불구하고 가격도 착하고 순한 성분으로 이루어져서 마음에 들었어요. 육아 하면서 피부관리가 쉽지 않았는데 요즘은 자기 전 세안 후 화장솜에 토너를 적셔서 피부에 진정을 해준답니다! 특히나 자극적이지 않은 향이 마음에 들었고 민감한 피부임에도 불구하고 저자극 테스트까지 완료 한 제품이라 더욱이 믿고 사용중이랍니다:)",1
10,평점5,21.04.13.,"엄청 순하고 좋아요~~
포장도 친환경 포장에 샘플도 이것저것 많이 챙겨주셨고 유통기한도 넉넉해서 좋네요~~

무엇보다 마음에 든 점은 자극적이지 않고 순한 제품이라는거예요~
제 피부가 민감해서 그런지 자극적인 제품을 사용하면 금새 트러블이 나는데 이건 듬뿍 발라줘도 따가운게 하나도 없어요@.@

그전에 사용하던건 트러블케어여서 그런지 토너 사용후에 피부가 좀 따가웠거든요 ㅠ
같은 피부상태인데 이건 전혀 따갑지 않아서 놀랐어요..@.@ 내피부가 이상한게 아니었구나하고 ㅎㅎ

그래서 안심하고 화장솜에 토너 충분~히 뭍힌 후에 몇분 올려놓고 있었더니 팩한것처럼 엄청 촉촉해졌어요!!!
촉촉해서 그런지 ~~~
!!",1
11,평점5,21.05.10.,"저는 화장품중에 정말 중요하게 생각하는게 토너예요 그리고 제일 많이 사용하기도 하고요, 다른건 안발라도 토너는 한번이고 5번 이상까지도 몇번씩 레이어드해서 발라주면 에센스나 크림을 바르지 않아도 될정도로 피부가 촉촉해지는걸 느끼거든요, 요즘처럼 건조하고 미세먼지 심할때는 세안도 자주 하게 되는데 수드 대나무 토너는 대용량이라 한번에 많이 사용해도 부담스럽지 않고 자극적이지 않고 순해서 너무 좋아요~ 촉촉함이 오래가서 에센스 크림정도로 가볍게 마무리 해주면 딱좋은거 같아요",1
12,평점5,21.04.23.,2번째 구매해서 사용중인데요~! 이 토너 쓰고나서부터는 다른토너는 이제 못쓸것 같아요!! 요새 날도 더워져서 얼굴이 더 예민해져 있는데 세안후 화장솜에 토너 잔뜩 묻혀서 올려놓고 있으면 팩이 필요없어요!!이거 하나면 끝!순하면서 피부가 하루종일 촉촉하면서 속당김도 없고 끈적임도 없어서 너무 만족하고 있어요^^ 저희 엄마도 한통 보내드려야 겠네요!!,1
13,평점5,21.05.11.,"피부가 워낙 트러블도 많고 민감하다 보니 남자지만 피부결 정리가 필요하다는 추천을 받아서 구매했어요.
음주에 흡연에 직장 스트레스 때문에 피부가 많이 상해서 처음 도전해 봤네요. 킵쿨 제품은 풋스프레이, 로션 등 많이 사용해봤고 제 피부에도 잘 맞아서 일부러 여기서 토너 선택했어요.
우선 정말 순하고 부드러워요. 토너를 많이 사용해보지는 않았지만 제형 자체가 액체에 가까워서 피부 흡수도 빠르고 산뜻한 느낌이 오래 가더라고요.
화장솜에 적당량 묻혀서 피부결대로 몇번씩만 문지르면 그거 그대로 흡수하네요~
원래 점액질이라고 해야하나 바르고 나면 끈적거리는 느낌을 싫어해서 로션, 스킨도 끈적임 없는 종류로만 사용하는데 딱 좋았네요~
오래 두고 사용가능 할 것 같네요. 남자 분들도 사용해 보시길 추천드립니다^^",1
14,평점5,21.05.04.,"주변에서 하도 좋다기에 써봤는데 왜 좋다고 한지 알겠어요. 와 이거 토너 쓰니까 로션도 써보고 싶네요 ~ 일단 토너는 닦토로 사용하고 있는데 닦아내면서 수분까지 촤르르 채워주는 느낌이 너무 좋아요. 피부 겉면부터 속까지 수분감을 채워주는데 촉촉함에서 일단 합격!
토너로 닦아내기만 했는데 에센스 크림까지 바른 것 같은 촉촉함은 무엇?

청정대나무수가 함유된 약산성토너라 그런지 트러블에도 도움이 되는 듯하고요~ 미세먼지 황사로 자극 받은 피부 진정에도 딱입니다. 요즘은 저도 주변에 수드 대나무 토너 좋다고 소문내고 다녀요! 재구매의사도 당연 백프롭니다❤",1
15,평점5,21.05.07.,"레알 순함의 결정체임
30대 남자인데 매일매일 하는 면도에, 마스크까지 트러블을 거의 달고 사는 얼굴이라 스킨 하나도 성분이나 이런거 다 따져가면서 쓰거든요
보통 남자 스킨들은 면도 한 번 하고 사용할 때 약간의 따가움이 있게 마련인데 킵쿨 수드 대나무 토너는 순하디 순한 스킨이네요 그런게 안느껴져요!

용량도 350ml나 돼서 일반 스킨들보다 용량도 많아서 실제로 가격이 그렇게 비싸게 안느껴지네요

얼마나 순하냐면 거의 물 같은 느낌 그대로에요

자극적이지 않으면서 순한 스킨 찾으시는 분들께 완전 강추하는 아이템입니다!",1
16,평점5,21.05.07.,스킨이 다 떨어져 가는 중 피부가 예민한 편이라 스킨로션은 저자극으로 트러블도 가끔 나는지라 피부 진정이 된 스킨 찾고 있었어요!까다롭지요 그러던 중 알게된 수드 대나무 토너! 일단 용량이 커서 좋고! 세안 후 화장솜에 적셔 써봤는데 얼굴이 시원한 느낌이 나요! 그리고 다른 토너는 바르고 난후 뭔가 건조한 느낌이 나서 바로 로션이나 크림 발라줬는데 이 토너는 촉촉한 느낌이 나서 너무 좋았어요~! 이제 날도 더워져저 답답한 스킨제품은 피하고 싶은데 토너가 맘에 들어서 로션도 구매해볼까 합니다! 그리고 나름 환경을 생각하는 편인데 비닐포장 아니고 친환경 종이 포장을 보고 더 믿음이 갔어요! 킾쿨 내 머릿속에 저장!해 놓을거예요~!,1
17,평점5,21.05.02.,"토너가 똑 떨어져서 알아보던 중 친구가 추천해주더라구요
리뷰보니까 괜찮을 것 같아서 주문했는데 정말 가볍고 촉촉해요
안그래도 밤낮으로 일교차가 심해지다보니
피부속이 땡겨서 스킨케어에 신경써야지 했는데
성분도 좋고 약산성이라 더 좋은 것 같아요

일반적인 토너가 아닌 고농축워터 타입이더라구요
킵쿨이라는 이름처럼 끈적임도없고 산뜻해서
여름에 정말 유용하게 사용할듯해요!

용량도 350이라 화장솜에 듬뿍듬뿍 묻혀 팩으로도 사용중이에용
제 동생은 민감성피부인데 아주 잘사용중이에요
토너는 여기에 눕습니다!!",1
18,평점5,21.05.12.,"대박!!! 닦토로 너무 좋아요!
이제 날 따뜻해져서 촉촉하나 무거운 토너는 너무 기름져서 가볍게 닦아 낼 토너를 알아보다가 샀거든요~ 사실 전 민감성에 건조한 피부라 사실 좀 까다롭게 고르는데... 완전 만족요!
가벼운데 건조하지 않고 기본 화장하면 딱 적당해요!
요즘 환경오염 줄이기도 관심있는데 완전 포장도 제 스타일!!! 종이 포장에 박스 개봉도 끈적한 스티커 안 뜯어도 되고! 하나하나 신경 쓴 게 느껴져서 너무 좋네요!",1
19,평점5,21.05.11.,"푸석거리는 제피부에 기초가 부족한 거 같아 선택한 수드 대나무 토너~ 현명한 선택이였어요! 미네랄과 아미노산이 풍부한 대나무수라 그런지 청량함은 물론 수분감 가득입니다! 운동만 하면 열나는 제피부가 바로 씻고 화장솜으로 닦아주면 바로 진정된는게 느껴진답니다. 무엇보다도 수분감이나 진정됨이 오래 지속되니깐 좋아요! 제 피부는 조금만 성분이 안좋아도 뾰루지가 올라오는데 저자극 테스트에 완료된 토너라 그런지 순해서~ 피부가 좋아하는 토너예요!!
삼뜻하면서도 청량감이 너무 좋으네요",1
20,평점5,21.05.10.,"요즘 피부가 너무 건조해져서 저녁에 관리할
토너 주문했어요 !-!

각질 관리도 할겸 닦아 쓰기도 하고 팩으로 쓸 용도를 찾고 있었는데 이 제품이 딱이더라구요.

민감한 피부인데
.

피부에 많이 바르는 편이 아니라 토너 바르면 자주 피부가 땡겨서 나한테 맞는 토너 찾기가 어려웠는데,
세안 후 솜에 토너 뭍혀서 한번은 닦고 한번은 얼굴에 붙여서 3~5분정도 있다가 떼는데, 피부 당김도 없고
좋아요 :)

토너로 꾸준히 관리해봐야겠어요.",1
21,평점5,21.05.01.,"요새 마스크 쓰면서 운동하느라 피부트러블 심해서 자극적이지 않고 최대한 순한 제품 찾다 후기가 너무 좋아서 구매해보았는데 제 후기도 자극적이지않고 순한제품 찾으시는분들에게 도움이 되길 :)
다른 제품 쓸때는 트러블있는데 쓰다보면 따가울때도 있었는데 이건 전혀 따가움도 없고 화장솜에 적셔서 팩으로 올려놓고 쉬기도하는데 시원해지는 느낌이 들면서 피부진정시켜주는것 같더라구요 저랑 잘 맞아요ㅎ
꽃가루 엄청 날리는 요새는 얼굴에 노폐물 더 쌓이는가 싶어 대나무토너 수시로 치덕치덕해주면서 가볍게 케어해주는데 얼굴당김도 없어서 좋더라구요 :)
가성비면에서도 좋은데 제가 너무 많이 쓰는지 조만간 또 사야될것 같아용ㅎ",1
