,rating,time,content,label
0,평점5,21.02.17.,"이번에 세럼과 함께 구매했어요
세라마이딘 크림과 함께 사용시 진정과 보습면에서 조합이 좋더라구요
피부 예민하신분들 트러블 있으신분들께 추천합니다 저는 세라마이딘 크림 쓰고 트러블에 효과를 톡톡히 봐서 지금은 트러블이 없지만 수년째 꾸준히 쓰고 있어요
트러블 있으신분들은 각질케어 잘 해주시고 크림 바르시면 효과 좋아요
메이크업 전에 사용해도 밀리지 않구요 아무래도 메이크업 제품은 자극적일수 있는데 세라마이딘 크림 바른 후 화장하면 피부도 보호되면서 편안합니다
항상 빠른 배송에 !
잘 쓰고 재구매 하러 오겠습니다^^",1
1,평점5,20.11.06.,"계절을 많이 타는 피부라서 따지자면 지성이긴 하지만 겨울에는 건조함이 느껴지는 타입이에요. 여드름성 피부는 아니지만 유수분 밸런스가 잘 안맞춰지거나 피부 상태가 안좋으면 트러블이 한두개 올라오거나 좁쌀이 올라와요! 강철피부 아니라서 화장품도 잘 맞는것 몇가지 찾아서 피부 상태에 따라 번갈아가면서 사용합니다.
닥터 자르트 세라마이딘 크림은 3-4년 동안 겨울 필수템이었어요! 진정 효과도 있는 것 같고 기초 마지막 단계에 발라주면 보습효과도 좋더라구요. 많이 건조한 부분에는 리퀴드랑 같이 사용하면 정말 보습 짱짱이에요!! 저렴하게 구매해서 만족합니다. 유통기한도 아주 넉넉하네요!",1
2,평점5,20.12.18.,작년 크리스마스에 밤이랑 이 크림 선물 받아서 써봤는데 그 땐 밤이 훨씬 좋았고 요건 살짝 화끈거려서 안썼는데 (겨울엔 피부 잘 뒤집혀서 화장품 못바꾸는 타입. ㅠ) 조금 지나고 소량씩 발라보니 괜찮더라고요. 미백은 아닌거 같은데 뭔가 안색이 밝아지는 느낌이 기분이 좋아요. 초록색 안정시켜주는 크림도 좋다그래서 두개 피부 컨디션따라 번갈아가면서 바르고 있어요 ^^ 싸게 싸게 오래오래 팔아주세요~ ㅎㅎㅎ,1
3,평점5,21.01.19.,"화장품은 기능성보다는 기본에 충실해야죠!! 그러기 위해선 세라마리드 만한게 없을 것 같아요. 예전에 이 제품 밤제형으로 썼었는데, 크림 타입이 역시 덜 끈적이고 좋은 것 같아요. 아마 앞으로 제게 지속템이 될 아이같아요^^ 산뜻한 옐로우 컬러의 패키지도 마음에 들어요",1
4,평점5,20.12.20.,아침에 세라마이딘 저녁엔 시카페어 쓰고있어요 둘의 조합이 아주 좋은거같아요 전에 쓰던 크림에 비해서 뭔가 덜 건조한 느낌이예요 물론 이거 단독으로만 쓰면 극건성인 분들은 가볍다 느끼실수도 있겠는데 전 세럼 따로발라서 괜찮았어요 양이 많지는 않은데 두개로 나눠쓰니까 빨리닳진 않아요 저렴하게 잘샀습니다 또 이용할게요,1
5,평점5,20.12.01.,"오래전 화농성여드름으로 안써본 화장품이 없는데 세안법, 클렌징 등 꾸준한 관리와 더불어 세라마이딘 크림으로 극복했네요 그 이후로 몇년째 크림은 무조건 세라마이딘 크림만 씁니다 순한데다 고보습으로 적은 양만 발라도 유수분을 잘 지켜줍니다 위클릭에서 n번째 구매인데 착한 가격과 빠른 배송, 넉넉한 유효기간으로 매번 만족도가 높습니다
이번에는 어제 오전~점심경 주문했는데 당일 발송되어 오늘 오후 받았네요!ㅎㅎ 잘 쓰고 재구매 하겠습니다^^",1
6,평점5,21.03.22.,늘 쓰던 세라마이딘 크림을 저렴한 가격에 살 수 있어서 너무 좋은 것 같아요^^ 일단 제가 너무 건성에다가 극강 민감성이여서 스킨로션 정착하기가 참 어려운 타입인데 세라마이딘 크림 하나는 4-5년 넘게 꾸준히 쓰고있습니다 그만큼 너무 좋아요ㅠㅠ 판매 중지 시키지 마시고 계속 해서 저렴한 가격에 좋은 제품 판매 부탁드립니다ㅎㅎㅎ 계속 여기서만 사고있어요!! 이번에 또 재구매 하려구요ㅎㅎ 민감성 피부와 건성 피부에 완전 강추 합니다!!,1
7,평점5,20.12.12.,3년째 저의 겨울 필수템이에요! 지복합성이라 여름엔 가벼운제품 위주로 사용하다보니 환절기랑 겨울에는 보습되는 제품이 필요하더라구요. 아무거나 잘 못쓰는 피부인데 지인 추천으로 테스트해봤다가 정착했어요. 바르고 자면 다음날 붉은기도 가라않고 진정효과가 조금 있는것 같더라구요. 늘 쓰던 제품인데 유통기한도 넉넉하고 저렴하게 구매해서 좋아요!,1
8,평점5,21.03.21.,피부 예민해서 아무리 순하다고 소문난것도 저한텐 안맞더라구요ㅠㅠ닥터자르트 시카페어는 또 안맞고...ㅠ근데 요제품은 트러블도 안나고 넘넘 잘맞아요!! 오프라인보다 온라인이 더 저렴하네요? 앞으로 여기서 구매해야겠어요💕💕배송도 무척 빠르고 만족합니닷!,1
9,평점5,20.11.17.,해마다 겨울이 다가오면 사용하게되는 제품입니다. 든든한 피부 장벽을 세워주는 느낌이 드는 크림이라 찬바람 불때쯤 구입하곤했는데 이번에는 넘나 좋은 구성으로 살 수있어 좋네요 크림 하나 구입했는데 가격할인에 어마어마한 사은품까지... 대 만족입니다,1
